"","V1","V2","V3"
"1866","4284","ER LUMEN PROTEIN RETAINING RECEPTOR 1","X55885_at"
"1867","4287","XIST, coding sequence ""a"" mRNA (locus DXS399E)","X56199_at"
"1868","4288","MPR46 gene for 46kd mannose 6-phosphate receptor","X56253_rna1_at"
"1869","4291","14-3-3 PROTEIN TAU","X56468_at"
"1870","4292","PKM2 Pyruvate kinase, muscle","X56494_at"
"1871","4294","CALB2 Calbindin 2, (29kD, calretinin)","X56667_at"
"1872","4302","HISTONE H1D","X57129_at"
"1873","4303","ITPKB Inositol 1,4,5-trisphosphate 3-kinase B","X57206_at"
"1874","4305","YWHAB Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide","X57346_at"
"1875","4306","NME1 Non-metastatic cells 1, protein (NM23A) expressed in","X57398_at"
"1876","4307","TAP1 Transporter 1, ABC (ATP binding cassette)","X57522_at"
"1877","4308","PSG11 Pregnancy-specific beta-1 glycoprotein 11","X57766_at"
"1878","4314","Flg-2 gene for fibroblast growth factor receptor","X58255_at"
"1879","4315","PTPRM Protein tyrosine phosphatase, receptor type, mu polypeptide","X58288_at"
"1880","4317","NUCLEAR PORE GLYCOPROTEIN P62","X58521_at"
"1881","4318","IGHM Immunoglobulin mu","X58529_at"
"1882","4324","CD22 CD22 antigen","X59350_at"
"1883","4328","PROTEASOME IOTA CHAIN","X59417_at"
"1884","4329","TST Thiosulfate sulfurtransferase (rhodanese)","X59434_at"
"1885","4340","GLUL Glutamate-ammonia ligase (glutamine synthase)","X59834_at"
"1886","4341","PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR-3","X59841_at"
"1887","4342","TCF7 Transcription factor 7 (T-cell specific)","X59871_at"
"1888","4343","TRYPTOPHANYL-TRNA SYNTHETASE","X59892_at"
"1889","4345","EXTRACELLULAR SIGNAL-REGULATED KINASE 1","X60188_at"
"1890","4346","ATP5F1 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1","X60221_at"
"1891","4348","GB DEF = H4/d gene for H4 histone","X60483_at"
"1892","4350","H4/g gene for H4 histone","X60486_at"
"1893","4352","CD40 CD40 antigen","X60592_at"
"1894","4354","AK3 mRNA for adenylate kinase 3","X60673_rna1_at"
"1895","4355","DPP4 Dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)","X60708_at"
"1896","4356","TIE Tyrosine kinase with immunoglobulin and epidermal growth factor homology domains","X60957_at"
"1897","4357","T-CELL DIFFERENTIATION ANTIGEN CD6 PRECURSOR","X60992_at"
"1898","4359","T cell receptor, clone IGRA17","X61072_at"
"1899","4362","TTG-2a gene extracted from Human TTG-2 mRNA for a cysteine rich protein with LIM motif","X61118_rna1_at"
"1900","4363","BTG1 B-cell translocation gene 1, anti-proliferative","X61123_at"
"1901","4366","ARHG Ras homolog gene family, member G (rho G)","X61587_at"
"1902","4367","LIFR Leukemia inhibitory factor receptor","X61615_at"
"1903","4368","PROTEASOME ZETA CHAIN","X61970_at"
"1904","4369","Rod cG-PDE G gene for 3', 5'-cyclic nucleotide phosphodiesterase","X62025_rna1_at"
"1905","4371","PTPN6 Protein tyrosine phosphatase, non-receptor type 6","X62055_at"
"1906","4372","GM2A GM2 ganglioside activator protein","X62078_at"
"1907","4373","GRN Granulin","X62320_at"
"1908","4374","CDW52 CDW52 antigen (CAMPATH-1 antigen)","X62466_at"
"1909","4375","DAGK1 Diacylglycerol kinase, alpha (80kD)","X62535_at"
"1910","4376","FCGR2B Fc fragment of IgG, low affinity IIb, receptor for (CD32)","X62573_at"
"1911","4377","ME491  gene extracted from H.sapiens gene for Me491/CD63 antigen","X62654_rna1_at"
"1912","4379","CLASS II HISTOCOMPATIBILITY ANTIGEN, M ALPHA CHAIN PRECURSOR","X62744_at"
"1913","4384","UDP-GLUCURONOSYLTRANSFERASE 2B10 PRECURSOR, MICROSOMAL","X63359_at"
"1914","4386","GB DEF = IrlB mRNA","X63417_at"
"1915","4387","ATP5D ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","X63422_at"
"1916","4389","GTF2E2 General transcription factor TFIIE beta subunit, 34 kD","X63469_at"
"1917","4392","RPS13 RNA polymerase II polypeptide B (140 kD)","X63563_at"
"1918","4397","TRAMP protein","X63679_at"
"1919","4398","DNMT DNA methyltransferase","X63692_at"
"1920","4399","SON SON DNA binding protein","X63753_at"
"1921","4400","High-sulphur keratin","X63755_at"
"1922","4402","GTF2F1 General transcription factor IIF, polypeptide 1 (74kD subunit)","X64037_at"
"1923","4403","SPLICING FACTOR U2AF 65 KD SUBUNIT","X64044_at"
"1924","4404","DEK PROTEIN","X64229_at"
"1925","4405","TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like)","X64269_at"
"1926","4406","ATP-citrate lyase","X64330_at"
"1927","4407","BSG Basigin","X64364_at"
"1928","4409","ERYTHROCYTE PLASMA MEMBRANE 50 KD GLYCOPROTEIN","X64594_at"
"1929","4414","RSN Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)","X64838_at"
"1930","4419","S100P S100 calcium-binding protein P","X65614_at"
"1931","4424","ADENYLOSUCCINATE LYASE","X65867_at"
"1932","4425","KINESIN HEAVY CHAIN","X65873_at"
"1933","4426","DEFA4 Defensin, alpha 4, corticostatin ","X65977_at"
"1934","4427","SPIB Spi-B transcription factor (Spi-1/PU.1 related)","X66079_at"
"1935","4434","SERINE/THREONINE-PROTEIN KINASE PCTAIRE-1","X66363_at"
"1936","4435","mRNA PSSALRE for serine/threonine protein kinase","X66364_at"
"1937","4436","CDK6 Cyclin-dependent kinase 6","X66365_at"
"1938","4437","RPL7A Neurotrophic tyrosine kinase, receptor, type 1","X66397_at"
"1939","4438","LMP2 gene extracted from H.sapiens genes TAP1, TAP2, LMP2, LMP7 and DOB","X66401_cds1_at"
"1940","4439","CHRNE Cholinergic receptor, nicotinic, epsilon polypeptide","X66403_at"
"1941","4440","KAPPA CASEIN PRECURSOR","X66417_at"
"1942","4441","POSSIBLE GTP-BINDING PROTEIN HSR1","X66436_at"
"1943","4442","Adenylosuccinate synthetase mRNA","X66503_at"
"1944","4443","GUANYLATE CYCLASE SOLUBLE, BETA-1 CHAIN","X66533_at"
"1945","4444","GUANYLATE CYCLASE SOLUBLE, ALPHA-3 CHAIN","X66534_at"
"1946","4446","MaTu MN mRNA for p54/58N protein","X66839_at"
"1947","4447","Max gene extracted from H.sapiens max gene","X66867_cds1_at"
"1948","4448","EWSR1 Ewing sarcoma breakpoint region 1","X66899_at"
"1949","4450","FGFR1 Basic fibroblast growth factor (bFGF) receptor (shorter form)","X66945_at"
"1950","4452","RTS beta protein","X67098_at"
"1951","4453","MITOTIC KINESIN-LIKE PROTEIN-1","X67155_at"
"1952","4456","INTERFERON-ALPHA INDUCED 11.5 KD PROTEIN","X67325_at"
"1953","4458","MC1R Melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)","X67594_at"
"1954","4461","Tissue specific mRNA","X67698_at"
"1955","4463","PAGA Proliferation-associated gene A (natural killer-enhancing factor A)","X67951_at"
"1956","4465","Pantophysin [human, keratinocyte line HaCaT, mRNA, 2106 nt]","X68194_at"
"1957","4468","Alpha-tubulin mRNA","X68277_at"
"1958","4471","ADORA2B Adenosine A2b receptor","X68487_at"
"1959","4472","SP3 Sp3 transcription factor","X68560_at"
"1960","4474","Alpha1-antichymotrypsin, exon 1","X68733_rna1_at"
"1961","4476","S-ADENOSYLMETHIONINE SYNTHETASE GAMMA FORM","X68836_at"
"1962","4480","ID3 Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein","X69111_at"
"1963","4481","FARNESYL-DIPHOSPHATE FARNESYLTRANSFERASE","X69141_at"
"1964","4484","CD47 CD47 antigen (Rh-related antigen, integrin-associated signal transducer)","X69398_at"
"1965","4485","IDH2 Isocitrate dehydrogenase 2 (NADP+), mitochondrial","X69433_at"
"1966","4486","Rho GDP-dissociation Inhibitor 1","X69550_at"
"1967","4488","Pax8 mRNA","X69699_at"
"1968","4489","ICAM3 Intercellular adhesion molecule 3","X69819_at"
"1969","4490","G9a","X69838_at"
"1970","4491","FLT4 Fms-related tyrosine kinase 4","X69878_at"
"1971","4492","P2 gene for c subunit of mitochondrial ATP synthase gene extracted from H.sapiens gene for mitochondrial ATP synthase c subunit (P2 form)","X69908_rna1_at"
"1972","4493","P63 mRNA for transmembrane protein","X69910_at"
"1973","4494","ERCC5 DNA excision repair protein ERCC5","X69978_at"
"1974","4495","MST1R Protein-tyrosine kinase RON","X70040_at"
"1975","4496","GB DEF = Neurotensin receptor","X70070_at"
"1976","4498","PPP4C Protein phosphatase 4 (formerly X), catalytic subunit","X70218_at"
"1977","4499","CHRNA7 Cholinergic receptor, nicotinic, alpha polypeptide 7","X70297_at"
"1978","4501","OZF mRNA","X70394_at"
"1979","4502","COATOMER BETA' SUBUNIT","X70476_at"
"1980","4503","Cl.1042 mRNA of DEAD box protein family","X70649_at"
"1981","4504","SOX4 SRY (sex determining region Y)-box 4","X70683_at"
"1982","4505","MADER mRNA","X70991_at"
"1983","4507","ETFB Electron-transfer-flavoprotein, beta polypeptide","X71129_at"
"1984","4510","RNA-BINDING PROTEIN FUS/TLS","X71428_at"
"1985","4511","ATP6E ATPase, H+ transporting, lysosomal (vacuolar proton pump) 31kD","X71490_at"
"1986","4512","Proteasome-like subunit MECL-1 gene extracted from H.sapiens genes for proteasome-like subunit (MECL-1), chymotrypsin-like protease (CTRL-1) and protein serine kinase (PSK-H1) last exon","X71874_cds1_at"
"1987","4514","GPX4 Phospholipid hydroperoxide glutathione peroxidase","X71973_at"
"1988","4515","ENG Endoglin (Osler-Rendu-Weber syndrome 1)","X72012_at"
"1989","4517","MONOCYTE CHEMOTACTIC PROTEIN 3 PRECURSOR","X72308_at"
"1990","4518","Humig mRNA","X72755_at"
"1991","4519","GB DEF = Endogenous retrovirus mRNA for ORF","X72790_at"
"1992","4520","Retinoblastoma-binding protein (RbAp46) mRNA","X72841_at"
"1993","4532","PPP1CC Protein phosphatase 1, catalytic subunit, gamma isoform","X74008_at"
"1994","4534","SSR2 Signal sequence receptor, beta","X74104_at"
"1995","4535","RETINOBLASTOMA BINDING PROTEIN P48","X74262_at"
"1996","4536","ITGA7 Integrin, alpha 7B","X74295_at"
"1997","4537","CB2 (peripheral) cannabinoid receptor gene extracted from H.sapiens mRNA for CB2 (peripheral) cannabinoid receptor","X74328_rna1_at"
"1998","4541","Gal-beta(1-3/1-4)GlcNAc alpha-2.3-sialyltransferase","X74570_at"
"1999","4543","Receptor protein tyrosine kinase","X74764_at"
"2000","4544","CDC21 HOMOLOG","X74794_at"
"2001","4545","CDC46 HOMOLOG","X74795_at"
"2002","4546","T-COMPLEX PROTEIN 1, GAMMA SUBUNIT","X74801_at"
"2003","4548","HUMM9 mRNA","X74837_at"
"2004","4549","REL V-rel avian reticuloendotheliosis viral oncogene homolog","X75042_at"
"2005","4550","HEK2 mRNA for protein tyrosine kinase receptor","X75208_at"
"2006","4551","PBP Prostatic binding protein","X75252_at"
"2007","4552","Golgi antigen gcp372","X75304_at"
"2008","4554","FAU Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)","X75315_at"
"2009","4555","SHB SHB adaptor protein (a Src homology 2 protein)","X75342_at"
"2010","4558","Rab 13","X75593_at"
"2011","4560","TEGT Testis enhanced gene transcript","X75861_at"
"2012","4563","OX40L RECEPTOR PRECURSOR","X75962_at"
"2013","4564","GLUTAMINYL-TRNA SYNTHETASE","X76013_at"
"2014","4566","HLON ATP-dependent protease mRNA, nuclear gene encoding  mitochondrial protein","X76040_at"
"2015","4568","YRRM1","X76059_at"
"2016","4571","GB DEF = DAP-kinase mRNA","X76104_at"
"2017","4572","DAP-1 mRNA","X76105_at"
"2018","4576","RY-1 mRNA for putative nucleic acid binding protein","X76302_at"
"2019","4581","MPV17 MpV17 transgene, murine homolog, glomerulosclerosis","X76538_at"
"2020","4582","GLRX Glutaredoxin (thioltransferase)","X76648_at"
"2021","4583","MT1L Metallothionein 1L","X76717_at"
"2022","4584","DNA-BINDING PROTEIN NEFA PRECURSOR","X76732_at"
"2023","4586","P40phox","X77094_at"
"2024","4593","CDNA for RFG","X77548_at"
"2025","4594","TXN Thioredoxin","X77584_at"
"2026","4595","Red cell anion exchanger (EPB3, AE1, Band 3) 3' non-coding region","X77737_at"
"2027","4598","Cyclin G1 mRNA","X77794_at"
"2028","4599","IKBL mRNA","X77909_at"
"2029","4600","Alpha(1,3)fucosyltransferase mRNA","X78031_at"
"2030","4602","HnRNP-E2 mRNA","X78136_at"
"2031","4605","Brk mRNA for tyrosine kinase","X78549_at"
"2032","4608","Translin","X78627_at"
"2033","4612","CRAT Carnitine acetyltransferase","X78706_at"
"2034","4614","KIAA0131 gene, partial cds","X78817_at"
"2035","4615","GB DEF = HZF1 mRNA for zinc finger protein","X78924_at"
"2036","4616","ZNF2 Zinc finger protein 2 (A1-5)","X78925_at"
"2037","4619","ERF-2 mRNA","X78992_at"
"2038","4620","GB DEF = ERF-1 mRNA 5' end","X79066_at"
"2039","4621","ERF-1 mRNA 3' end","X79067_at"
"2040","4625","Rab GDI alpha","X79353_at"
"2041","4626","GB DEF = Notch 3 DNA sequence","X79439_at"
"2042","4630","HNRPA1 Heterogeneous nuclear ribonucleoprotein A1","X79536_at"
"2043","4632","YPT3 mRNA","X79780_at"
"2044","4633","GB DEF = Ray mRNA","X79781_at"
"2045","4634","Mrp17 mRNA","X79865_at"
"2046","4635","Lrp mRNA","X79882_at"
"2047","4637","CDH5 Cadherin 5, VE-cadherin (vascular epithelium)","X79981_at"
"2048","4639","B-cam mRNA","X80026_at"
"2049","4641","MLN64 mRNA","X80198_at"
"2050","4642","MLN51 mRNA","X80199_at"
"2051","4643","MLN62 mRNA","X80200_at"
"2052","4644","mRNA (clone C-2k) mRNA for serine/threonine protein kinase","X80230_at"
"2053","4646","PHOSPHORYLASE B KINASE ALPHA REGULATORY CHAIN, LIVER ISOFORM","X80497_at"
"2054","4649","ERK3 protein kinase mRNA","X80692_at"
"2055","4650","RPL27 Ribosomal protein L27","X80695_at"
"2056","4653","GB DEF = P85 beta subunit of phosphatidyl-inositol-3-kinase","X80907_at"
"2057","4655","PPP1CB Protein phosphatase 1, catalytic subunit, beta isoform","X80910_at"
"2058","4656","Gdf5 gene","X80915_rna1_at"
"2059","4657","GB DEF = Nov gene","X80923_at"
"2060","4658","HCG V mRNA","X81003_at"
"2061","4659","COATOMER DELTA SUBUNIT","X81198_at"
"2062","4667","6C6-Ag mRNA","X81817_at"
"2063","4677","Staf50 mRNA","X82200_at"
"2064","4678","BETA-CENTRACTIN","X82207_at"
"2065","4680","TCL1 gene (T cell leukemia) extracted from H.sapiens mRNA for Tcell leukemia/lymphoma 1","X82240_rna1_at"
"2066","4682","EMD Emerin (Emery-Dreifuss muscular dystrophy)","X82434_at"
"2067","4683","MLN50 mRNA","X82456_at"
"2068","4684","FBLN2 Fibulin 2","X82494_at"
"2069","4686","SPHAR gene for cyclin-related protein","X82554_rna1_at"
"2070","4692","DLG2 Homolog 2 of Drosophila large discs","X82895_at"
"2071","4694","K+ channel beta 1a subunit mRNA, alternatively spliced","X83127_at"
"2072","4695","ATP5O ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)","X83218_at"
"2073","4700","DNA ligase IV","X83441_at"
"2074","4703","ARSE mRNA","X83573_at"
"2075","4706","Transcription factor TFIID subunit TAFII28","X83928_at"
"2076","4712","NUCLEAR FACTOR RIP140","X84373_at"
"2077","4714","Mediator of receptor-induced toxicity","X84709_at"
"2078","4718","Ribosomal S6 kinase","X85106_at"
"2079","4723","Sm protein F","X85372_at"
"2080","4724","Sm protein G","X85373_at"
"2081","4729","DARC gene","X85785_rna1_at"
"2082","4730","BINDING REGULATORY FACTOR","X85786_at"
"2083","4731","GB DEF = DNA sequence from intron 22 of the factor VIII gene, Xq28. Contains the end of a 9.5kb repeated region, int22h-1, involved in many cases of haemophilia","X86012_at"
"2084","4732","MUF1 protein","X86018_at"
"2085","4738","Acidic hair keratin 1","X86570_at"
"2086","4739","Nucleolar protein, HNP36","X86681_at"
"2087","4740","218kD Mi-2 protein","X86691_at"
"2088","4742","FAST kinase","X86779_at"
"2089","4743","Major astrocytic phosphoprotein PEA-15","X86809_at"
"2090","4748","CTSC Cathepsin C","X87212_at"
"2091","4749","Processing a-glucosidase I","X87237_at"
"2092","4750","HFat protein","X87241_at"
"2093","4754","CTNNB1 Catenin (cadherin-associated protein), beta 1 (88kD)","X87838_at"
"2094","4758","RPS11 Ribosomal protein S11","X87904_at"
"2095","4763","UROD Uroporphyrinogen decarboxylase","X89267_at"
"2096","4764","Ung gene (uracil-DNA-glycosylase, UNG2) extracted from H.sapiens ung gene for uracil DNA-glycosylase","X89398_cds2_at"
"2097","4767","Putative MT4-MMP protein","X89576_at"
"2098","4768","TGIF protein","X89750_at"
"2099","4770","Mitochondrial capsule selenoprotein","X89960_at"
"2100","4772","BCL7 B cell lymphoma protein 7B","X89985_at"
"2101","4780","Uridine phosphorylase","X90858_at"
"2102","4781","Gp25L2 protein","X90872_at"
"2103","4790","TXNRD1 Thioredoxin reductase","X91247_at"
"2104","4791","WHITE PROTEIN HOMOLOG","X91249_at"
"2105","4792","SERYL-TRNA SYNTHETASE","X91257_at"
"2106","4794","TFCOUP2 Transcription factor COUP 2 (a.k.a. ARP1)","X91504_at"
"2107","4796","Icln protein","X91788_at"
"2108","4797","GAIP protein","X91809_at"
"2109","4800","Transmembrane protein rnp24","X92098_at"
"2110","4801","Bleomycin hydrolase","X92106_at"
"2111","4803","Novel gene in Xq28 region","X92396_at"
"2112","4808","Phosphoenolpyruvate carboxykinase","X92720_at"
"2113","4809","BETA-DEFENSIN 1 PRECURSOR","X92744_at"
"2114","4810","Tafazzins protein","X92762_at"
"2115","4812","ITBA2 protein","X92896_at"
"2116","4813","Protein phosphatase 6","X92972_at"
"2117","4817","RAB7 protein","X93499_at"
"2118","4819","GB DEF = Telomeric DNA binding protein (orf2)","X93512_at"
"2119","4820","Protein-tyrosine-phosphatase (tissue type: foreskin)","X93920_at"
"2120","4821","Protein-tyrosine-phosphatase (tissue type: testis)","X93921_at"
"2121","4822","AFX protein","X93996_rna1_at"
"2122","4823","Novel T-cell activation protein","X94232_at"
"2123","4830","ERp31 protein","X94910_at"
"2124","4847","Zyxin","X95735_at"
"2125","4849","Erm gene, exon 2,3,4,5 (and joined CDS)","X96381_rna1_at"
"2126","4850","GB DEF = ROX protein","X96401_at"
"2127","4851","DGCR6 protein","X96484_at"
"2128","4852","NOV Nephroblastoma overexpressed gene","X96584_at"
"2129","4853","FAN protein","X96586_at"
"2130","4854","D1075-like gene","X96698_at"
"2131","4855","GB DEF = AICL (activation-induced C-type lectin)","X96719_at"
"2132","4856","L-3-hydroxyacyl-CoA dehydrogenase","X96752_at"
"2133","4859","GB DEF = 5' mRNA of PECAM-1 molecule","X96849_at"
"2134","4860","Gene encoding mitochondrial citrate transport protein","X96924_rna1_at"
"2135","4861","Urea transporter","X96969_at"
"2136","4865","EEF2 Eukaryotic translation elongation factor 2","X97074_at"
"2137","4866","TFE3 transcription factor gene extracted from H.sapiens TFE3 gene, exons 1,2,3 (and joined CDS)","X97160_rna1_at"
"2138","4870","GB DEF = Ptg-1 protein","X97302_at"
"2139","4872","GB DEF = Adipophilin","X97324_at"
"2140","4874","TIM17 preprotein translocase","X97544_at"
"2141","4881","TNR Tenascin R (restrictin, janusin)","X98085_at"
"2142","4882","MACH-alpha-2 protein","X98172_at"
"2143","4885","Sortilin","X98248_rna1_at"
"2144","4887","M-phase phosphoprotein, mpp11","X98260_at"
"2145","4888","M-phase phosphoprotein, mpp5","X98261_at"
"2146","4889","M-phase phosphoprotein, mpp6","X98263_at"
"2147","4894","GB DEF = Myosin-IE","X98411_at"
"2148","4895","Myosin-I beta","X98507_at"
"2149","4896","RNA helicase (Myc-regulated dead box protein)","X98743_at"
"2150","4897","Dynactin","X98801_at"
"2151","4901","NRGN gene, exons 2,3 & 4 (joined CDS)","X99076_rna1_at"
"2152","4903","GB DEF = Hair keratin, hHb5","X99140_at"
"2153","4904","GB DEF = Hair keratin, hHb3","X99141_at"
"2154","4905","GB DEF = Hair keratin, hHb6","X99142_at"
"2155","4906","TNNC2 Troponin C2 (fast skeletal)","X99209_at"
